,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE / AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
346,WEST MAAS EN WAAL,M, 0 t/m  4 jaar,"64,09285865201775","378,64"
347,WESTERVELD,M, 0 t/m  4 jaar,"43,862317989666515","340,64"
348,WESTERVOORT,M, 0 t/m  4 jaar,"82,74445985513947","324,45"
349,WESTERWOLDE,M, 0 t/m  4 jaar,"93,87939202128732","496,07"
350,WESTLAND,M, 0 t/m  4 jaar,"109,10790554661415","2497,74"
351,WESTSTELLINGWERF,M, 0 t/m  4 jaar,"62,24858843019914","591,54"
352,WESTVOORNE,M, 0 t/m  4 jaar,"66,31355381214512","230,71"
353,WIERDEN,M, 0 t/m  4 jaar,"66,44923996584116","585,5"
354,WIJCHEN,M, 0 t/m  4 jaar,"106,1898297168039","984,83"
355,WIJDEMEREN,M, 0 t/m  4 jaar,"39,05217191450241","478,61"
356,WIJK BIJ DUURSTEDE,M, 0 t/m  4 jaar,"101,4973175656187","520,05"
357,WINSUM,M, 0 t/m  4 jaar,"124,33507378603424","363,89"
358,WINTERSWIJK,M, 0 t/m  4 jaar,"53,228641117310964","598,58"
359,WOENSDRECHT,M, 0 t/m  4 jaar,"107,66627774131604","411,39"
360,WOERDEN,M, 0 t/m  4 jaar,"70,1121760712983","1398,07"
361,WORMERLAND,M, 0 t/m  4 jaar,"77,00473774300036","327,16"
362,WOUDENBERG,M, 0 t/m  4 jaar,"51,49600573263621","376,79"
363,WOUDRICHEM,M, 0 t/m  4 jaar,"95,58269410399389","353,29"
364,ZAANSTAD,M, 0 t/m  4 jaar,"85,9007319421822","3904,68"
365,ZALTBOMMEL,M, 0 t/m  4 jaar,"113,04440860075185","768,77"
366,ZANDVOORT,M, 0 t/m  4 jaar,"54,82930865615185","296,09"
367,ZEDERIK,M, 0 t/m  4 jaar,"109,06862460017446","378,29"
368,ZEEWOLDE,M, 0 t/m  4 jaar,"101,28802975729626","594,14"
369,ZEIST,M, 0 t/m  4 jaar,"86,89408746325616","1551,28"
370,ZEVENAAR,M, 0 t/m  4 jaar,"78,56785118557463","947,22"
371,ZOETERMEER,M, 0 t/m  4 jaar,"118,2809856631364","3320,81"
372,ZOETERWOUDE,M, 0 t/m  4 jaar,"80,00659553831231","154,65"
373,ZUIDHORN,M, 0 t/m  4 jaar,"124,38524514594435","542,33"
374,ZUIDPLAS,M, 0 t/m  4 jaar,"92,99447250169005","1005,88"
375,ZUNDERT,M, 0 t/m  4 jaar,"50,64115528808209","405,44"
376,ZUTPHEN,M, 0 t/m  4 jaar,"127,07200452180977","1132,29"
377,ZWARTEWATERLAND,M, 0 t/m  4 jaar,"74,12846806586333","751,86"
378,ZWIJNDRECHT,M, 0 t/m  4 jaar,"166,25038602335223","1152,78"
379,ZWOLLE,M, 0 t/m  4 jaar,"45,810210071473215","3679,7"
380,AA EN HUNZE,M, 5 t/m  9 jaar,"80,47464827586207","725,0"
381,AALBURG,M, 5 t/m  9 jaar,"39,32940463989565","429,32"
382,AALSMEER,M, 5 t/m  9 jaar,"53,91407621130398","1088,29"
383,AALTEN,M, 5 t/m  9 jaar,"131,47724315757102","845,46"
384,ACHTKARSPELEN,M, 5 t/m  9 jaar,"39,472860898782876","985,11"
385,ALBLASSERDAM,M, 5 t/m  9 jaar,"67,31017463933182","632,16"
386,ALBRANDSWAARD,M, 5 t/m  9 jaar,"43,49909901251772","832,42"
387,ALKMAAR,M, 5 t/m  9 jaar,"61,88465223094923","2995,81"
388,ALMELO,M, 5 t/m  9 jaar,"54,07096330355122","2296,68"
389,ALMERE,M, 5 t/m  9 jaar,"91,745593354036","6820,38"
390,ALPHEN AAN DEN RIJN,M, 5 t/m  9 jaar,"72,50320824177034","3180,87"
391,ALPHEN-CHAAM,M, 5 t/m  9 jaar,"29,72254484926946","270,35"
392,AMELAND,M, 5 t/m  9 jaar,"66,48087719298245","114,0"
393,AMERSFOORT,M, 5 t/m  9 jaar,"100,51888834207081","5262,77"
394,AMSTELVEEN,M, 5 t/m  9 jaar,"49,93745874732683","2272,58"
395,AMSTERDAM,M, 5 t/m  9 jaar,"75,07693445256457","20218,64"
396,APELDOORN,M, 5 t/m  9 jaar,"61,78682230473556","4591,85"
397,APPINGEDAM,M, 5 t/m  9 jaar,"132,11826783114992","329,76"
398,ARNHEM,M, 5 t/m  9 jaar,"53,156494002167975","4179,01"
399,ASSEN,M, 5 t/m  9 jaar,"62,257008249329424","2173,51"
400,ASTEN,M, 5 t/m  9 jaar,"36,99942125163979","518,36"
401,BAARLE-NASSAU,M, 5 t/m  9 jaar,"30,117275280898873","170,88"
402,BAARN,M, 5 t/m  9 jaar,"65,28017939275838","697,91"
403,BARENDRECHT,M, 5 t/m  9 jaar,"61,37888463420954","1736,65"
404,BARNEVELD,M, 5 t/m  9 jaar,"46,8499095840868","1907,85"
405,BEDUM,M, 5 t/m  9 jaar,"46,77039568345324","278,0"
406,BEEK,M, 5 t/m  9 jaar,"62,909451945988884","327,34"
407,BEEMSTER,M, 5 t/m  9 jaar,"100,124561049445","247,75"
408,BEESEL,M, 5 t/m  9 jaar,"44,48088833605431","385,89"
409,BERG EN DAL,M, 5 t/m  9 jaar,"53,48347538702382","919,84"
410,BERGEIJK,M, 5 t/m  9 jaar,"37,53748127323506","540,67"
411,BERGEN LB,M, 5 t/m  9 jaar,"42,80016046594557","336,52"
412,BERGEN NH,M, 5 t/m  9 jaar,"35,35974599668692","760,62"
413,BERGEN OP ZOOM,M, 5 t/m  9 jaar,"91,56653116210913","1692,44"
414,BERKELLAND,M, 5 t/m  9 jaar,"77,91073452384599","1305,88"
415,BERNHEZE,M, 5 t/m  9 jaar,"52,51120392963314","938,51"
416,BEST,M, 5 t/m  9 jaar,"41,00133428024189","929,34"
417,BEUNINGEN,M, 5 t/m  9 jaar,"68,8380079755665","749,79"
418,BEVERWIJK,M, 5 t/m  9 jaar,"62,80545713773468","1171,31"
419,BINNENMAAS,M, 5 t/m  9 jaar,"84,4878175649316","845,89"
420,BLADEL,M, 5 t/m  9 jaar,"37,174251538170694","581,86"
421,BLARICUM,M, 5 t/m  9 jaar,"30,510991713647883","264,29"
422,BLOEMENDAAL,M, 5 t/m  9 jaar,"83,19185562645096","684,89"
423,BODEGRAVEN-REEUWIJK,M, 5 t/m  9 jaar,"39,66596024758899","1071,13"
424,BOEKEL,M, 5 t/m  9 jaar,"67,14937033217713","320,01"
425,BORGER-ODOORN,M, 5 t/m  9 jaar,"84,51387413800842","668,51"
426,BORNE,M, 5 t/m  9 jaar,"72,91755447764474","682,39"
427,BORSELE,M, 5 t/m  9 jaar,"81,33153452131882","693,05"
428,BOXMEER,M, 5 t/m  9 jaar,"40,97529756564388","835,95"
429,BOXTEL,M, 5 t/m  9 jaar,"60,32000882661224","906,35"
430,BREDA,M, 5 t/m  9 jaar,"69,47320200342067","4899,62"
431,BRIELLE,M, 5 t/m  9 jaar,"44,62930037419209","440,95"
432,BRONCKHORST,M, 5 t/m  9 jaar,"80,36586870681145","1053,52"
433,BRUMMEN,M, 5 t/m  9 jaar,"104,58052337608605","580,08"
434,BRUNSSUM,M, 5 t/m  9 jaar,"41,23448129251701","658,56"
435,BUNNIK,M, 5 t/m  9 jaar,"31,978204579281098","490,47"
436,BUNSCHOTEN,M, 5 t/m  9 jaar,"81,45958203905441","685,71"
437,BUREN,M, 5 t/m  9 jaar,"54,34468023370834","758,21"
438,CAPELLE AAN DEN IJSSEL,M, 5 t/m  9 jaar,"67,95168725285467","1800,56"
439,CASTRICUM,M, 5 t/m  9 jaar,"38,61050970280303","899,74"
440,COEVORDEN,M, 5 t/m  9 jaar,"54,62906413677241","1011,9"
441,CRANENDONCK,M, 5 t/m  9 jaar,"72,48203692103615","542,78"
442,CROMSTRIJEN,M, 5 t/m  9 jaar,"58,6108322324967","340,65"
443,CUIJK,M, 5 t/m  9 jaar,"68,5461311055875","679,91"
444,CULEMBORG,M, 5 t/m  9 jaar,"51,68110257490788","925,47"
445,DALFSEN,M, 5 t/m  9 jaar,"50,37921502380377","911,62"
446,DANTUMADIEL,M, 5 t/m  9 jaar,"49,76694588622232","583,77"
447,DE BILT,M, 5 t/m  9 jaar,"75,73764129852957","1270,36"
448,DE FRYSKE MARREN,M, 5 t/m  9 jaar,"40,855655521459184","1626,11"
449,DE MARNE,M, 5 t/m  9 jaar,"54,681546326305586","299,29"
450,DE RONDE VENEN,M, 5 t/m  9 jaar,"61,596220767072026","1336,25"
451,DE WOLDEN,M, 5 t/m  9 jaar,"47,926356937455076","667,68"
452,DELFT,M, 5 t/m  9 jaar,"62,07614152522114","2007,84"
453,DELFZIJL,M, 5 t/m  9 jaar,"63,53538896913598","678,46"
454,DEN HELDER,M, 5 t/m  9 jaar,"49,45214709530355","1491,55"
455,DEURNE,M, 5 t/m  9 jaar,"55,786984680533074","802,9"
456,DEVENTER,M, 5 t/m  9 jaar,"53,555652374650876","3075,61"
457,DIEMEN,M, 5 t/m  9 jaar,"58,143663255843194","636,21"
458,DINKELLAND,M, 5 t/m  9 jaar,"31,78393601977398","841,51"
459,DOESBURG,M, 5 t/m  9 jaar,"86,58466106836106","313,19"
460,DOETINCHEM,M, 5 t/m  9 jaar,"58,27998784940409","1678,93"
461,DONGEN,M, 5 t/m  9 jaar,"45,57073628694896","724,31"
462,DONGERADEEL,M, 5 t/m  9 jaar,"42,913459840530294","736,19"
463,DORDRECHT,M, 5 t/m  9 jaar,"91,2282531301","3174,02"
464,DRECHTERLAND,M, 5 t/m  9 jaar,"31,363208217814748","562,68"
465,DRIMMELEN,M, 5 t/m  9 jaar,"51,16847290640394","649,6"
466,DRONTEN,M, 5 t/m  9 jaar,"56,10448295332544","1257,43"
467,DRUTEN,M, 5 t/m  9 jaar,"80,12333840354474","604,84"
468,DUIVEN,M, 5 t/m  9 jaar,"44,834346704569384","759,84"
469,ECHT-SUSTEREN,M, 5 t/m  9 jaar,"72,0842564809943","703,21"
470,EDAM-VOLENDAM,M, 5 t/m  9 jaar,"79,28052279805438","1143,08"
471,EDE,M, 5 t/m  9 jaar,"59,480832280318296","3513,72"
472,EEMNES,M, 5 t/m  9 jaar,"31,481745415245367","296,09"
473,EEMSMOND,M, 5 t/m  9 jaar,"71,85354584586746","601,69"
474,EERSEL,M, 5 t/m  9 jaar,"95,97299943748828","479,99"
475,EIJSDEN-MARGRATEN,M, 5 t/m  9 jaar,"61,961065228383625","593,3"
476,EINDHOVEN,M, 5 t/m  9 jaar,"70,1105950595349","5527,01"
477,ELBURG,M, 5 t/m  9 jaar,"35,49692517006803","735,0"
478,EMMEN,M, 5 t/m  9 jaar,"70,50471834733233","2969,26"
479,ENKHUIZEN,M, 5 t/m  9 jaar,"40,55555342192181","520,76"
480,ENSCHEDE,M, 5 t/m  9 jaar,"53,613182190290885","4312,03"
481,EPE,M, 5 t/m  9 jaar,"68,19145463818212","882,35"
482,ERMELO,M, 5 t/m  9 jaar,"62,665014390789885","687,94"
483,ETTEN-LEUR,M, 5 t/m  9 jaar,"66,07131474708231","1317,82"
484,FERWERDERADIEL,M, 5 t/m  9 jaar,"24,607070740507798","302,09"
485,GEERTRUIDENBERG,M, 5 t/m  9 jaar,"79,46530773593662","581,83"
486,GELDERMALSEN,M, 5 t/m  9 jaar,"195,9393594170909","842,67"
487,GELDROP-MIERLO,M, 5 t/m  9 jaar,"52,7049341423175","1109,21"
488,GEMERT-BAKEL,M, 5 t/m  9 jaar,"64,20380365257861","820,79"
489,GENNEP,M, 5 t/m  9 jaar,"85,19275203440571","474,34"
490,GIESSENLANDEN,M, 5 t/m  9 jaar,"38,96047015562414","456,87"
491,GILZE EN RIJEN,M, 5 t/m  9 jaar,"49,135144365919665","761,26"
492,GOEREE-OVERFLAKKEE,M, 5 t/m  9 jaar,"76,91227841501563","1457,68"
493,GOES,M, 5 t/m  9 jaar,"47,532435830277635","954,5"
494,GOIRLE,M, 5 t/m  9 jaar,"33,47216253174448","716,66"
495,GOOISE MEREN,M, 5 t/m  9 jaar,"35,799979439883685","2042,79"
496,GORINCHEM,M, 5 t/m  9 jaar,"33,447535611582964","1046,71"
497,GOUDA,M, 5 t/m  9 jaar,"101,60326351127283","2201,31"
498,GRAVE,M, 5 t/m  9 jaar,"28,637333248431982","314,09"
499,GRONINGEN,M, 5 t/m  9 jaar,"82,95849072955379","3923,22"
500,GROOTEGAST,M, 5 t/m  9 jaar,"50,89324913892078","435,5"
501,GULPEN-WITTEM,M, 5 t/m  9 jaar,"55,78206415970871","318,58"
502,HAAKSBERGEN,M, 5 t/m  9 jaar,"41,245250980175605","724,36"
503,HAAREN,M, 5 t/m  9 jaar,"66,145533061943","363,56"
504,HAARLEM,M, 5 t/m  9 jaar,"59,493066223838554","4341,79"
505,HAARLEMMERLIEDE CA,M, 5 t/m  9 jaar,"72,1079527559055","127,0"
506,HAARLEMMERMEER,M, 5 t/m  9 jaar,"51,555959090775886","5118,65"
507,HALDERBERGE,M, 5 t/m  9 jaar,"73,12081099621433","787,18"
508,HARDENBERG,M, 5 t/m  9 jaar,"49,74736456657177","1938,96"
509,HARDERWIJK,M, 5 t/m  9 jaar,"63,56078051655546","1425,21"
510,HARDINXVELD-GIESSENDAM,M, 5 t/m  9 jaar,"100,83161449752883","607,0"
511,HAREN,M, 5 t/m  9 jaar,"43,92864258269125","491,89"
512,HARLINGEN,M, 5 t/m  9 jaar,"52,01954760604406","439,44"
513,HATTEM,M, 5 t/m  9 jaar,"38,202942779291554","367,0"
514,HEEMSKERK,M, 5 t/m  9 jaar,"38,680910453521456","1114,17"
515,HEEMSTEDE,M, 5 t/m  9 jaar,"37,495380785984395","835,64"
516,HEERDE,M, 5 t/m  9 jaar,"35,00418360963403","511,52"
517,HEERENVEEN,M, 5 t/m  9 jaar,"60,73848040840682","1508,3"
518,HEERHUGOWAARD,M, 5 t/m  9 jaar,"64,62206673220379","1729,3"
519,HEERLEN,M, 5 t/m  9 jaar,"78,80559954751132","1944,8"
520,HEEZE-LEENDE,M, 5 t/m  9 jaar,"94,52375537310378","439,69"
521,HEILOO,M, 5 t/m  9 jaar,"41,275579202379674","652,19"
522,HELLENDOORN,M, 5 t/m  9 jaar,"69,3023699752009","1173,43"
523,HELLEVOETSLUIS,M, 5 t/m  9 jaar,"60,47571579874863","1123,57"
524,HELMOND,M, 5 t/m  9 jaar,"62,93522844030413","2919,8"
525,HENDRIK-IDO-AMBACHT,M, 5 t/m  9 jaar,"81,73536830489103","1014,92"
526,HENGELO,M, 5 t/m  9 jaar,"62,71535469001362","2585,92"
527,HEUMEN,M, 5 t/m  9 jaar,"61,354706369537155","519,19"
528,HEUSDEN,M, 5 t/m  9 jaar,"65,29817590450322","1192,92"
529,HILLEGOM,M, 5 t/m  9 jaar,"38,07927901283252","608,61"
530,HILVARENBEEK,M, 5 t/m  9 jaar,"67,88804023845007","483,12"
531,HILVERSUM,M, 5 t/m  9 jaar,"63,155807342851105","2508,29"
532,HOF VAN TWENTE,M, 5 t/m  9 jaar,"51,44742334547662","1054,08"
533,HOLLANDS KROON,M, 5 t/m  9 jaar,"56,32373330478306","1494,44"
534,HOOGEVEEN,M, 5 t/m  9 jaar,"70,0644848629891","1671,4"
535,HOORN,M, 5 t/m  9 jaar,"66,440488372748","2130,34"
536,HORST AAN DE MAAS,M, 5 t/m  9 jaar,"64,13830527102098","1164,67"
537,HOUTEN,M, 5 t/m  9 jaar,"55,13725355390082","1890,88"
538,HUIZEN,M, 5 t/m  9 jaar,"50,86178750533289","1242,29"
539,HULST,M, 5 t/m  9 jaar,"35,38000839591399","643,17"
540,IJSSELSTEIN,M, 5 t/m  9 jaar,"49,35310215251398","1224,15"
541,KAAG EN BRAASSEM,M, 5 t/m  9 jaar,"40,29357548417205","771,42"
542,KAMPEN,M, 5 t/m  9 jaar,"42,201701039275804","1790,67"
543,KAPELLE,M, 5 t/m  9 jaar,"88,50711722630166","420,81"
544,KATWIJK,M, 5 t/m  9 jaar,"74,63237373369287","2058,15"
545,KERKRADE,M, 5 t/m  9 jaar,"97,14710592053291","936,74"
546,KOGGENLAND,M, 5 t/m  9 jaar,"45,51276598663722","728,89"
547,KOLLUMERLAND CA,M, 5 t/m  9 jaar,"58,029535027898326","403,25"
548,KORENDIJK,M, 5 t/m  9 jaar,"60,896397417015976","353,08"
549,KRIMPEN AAN DEN IJSSEL,M, 5 t/m  9 jaar,"101,15835196274888","863,33"
550,KRIMPENERWAARD,M, 5 t/m  9 jaar,"55,7054048880097","1567,1"
551,LAARBEEK,M, 5 t/m  9 jaar,"67,17223769016597","650,09"
552,LANDERD,M, 5 t/m  9 jaar,"44,21097017483716","437,55"
553,LANDGRAAF,M, 5 t/m  9 jaar,"66,46395340227559","810,34"
554,LANDSMEER,M, 5 t/m  9 jaar,"87,10729322771712","280,26"
555,LANGEDIJK,M, 5 t/m  9 jaar,"44,65937400914979","883,08"
556,LANSINGERLAND,M, 5 t/m  9 jaar,"54,21418023307535","2248,2"
557,LAREN,M, 5 t/m  9 jaar,"70,6531788325691","322,76"
558,LEEK,M, 5 t/m  9 jaar,"48,48756375438828","603,88"
559,LEERDAM,M, 5 t/m  9 jaar,"53,384536568705585","614,87"
560,LEEUWARDEN,M, 5 t/m  9 jaar,"50,96809088355544","3204,1"
561,LEIDEN,M, 5 t/m  9 jaar,"85,37898230331626","2729,89"
562,LEIDERDORP,M, 5 t/m  9 jaar,"82,34106838890557","798,96"
563,LEIDSCHENDAM-VOORBURG,M, 5 t/m  9 jaar,"78,26540593578669","1977,16"
564,LELYSTAD,M, 5 t/m  9 jaar,"71,33886903590194","2641,64"
565,LEUDAL,M, 5 t/m  9 jaar,"66,27239074102302","918,46"
566,LEUSDEN,M, 5 t/m  9 jaar,"53,66218534506924","891,85"
567,LINGEWAAL,M, 5 t/m  9 jaar,"33,968184015239835","351,71"
568,LINGEWAARD,M, 5 t/m  9 jaar,"45,109874768473716","1446,92"
569,LISSE,M, 5 t/m  9 jaar,"52,96726083840917","669,84"
570,LOCHEM,M, 5 t/m  9 jaar,"49,65242739726027","912,5"
571,LOON OP ZAND,M, 5 t/m  9 jaar,"83,08080482661668","682,88"
572,LOPIK,M, 5 t/m  9 jaar,"58,89471551774036","518,31"
573,LOPPERSUM,M, 5 t/m  9 jaar,"67,6902186974285","291,27"
574,LOSSER,M, 5 t/m  9 jaar,"47,22329895377309","673,85"
575,MAASDRIEL,M, 5 t/m  9 jaar,"45,50168570159162","765,26"
576,MAASGOUW,M, 5 t/m  9 jaar,"110,68635785649408","550,5"
577,MAASSLUIS,M, 5 t/m  9 jaar,"66,4616562156278","881,89"
578,MAASTRICHT,M, 5 t/m  9 jaar,"76,09273639903662","2221,35"
579,MARUM,M, 5 t/m  9 jaar,"64,60615911531652","344,53"
580,MEDEMBLIK,M, 5 t/m  9 jaar,"65,97449195298627","1419,16"
581,MEERSSEN,M, 5 t/m  9 jaar,"108,12576827449031","502,75"
582,MEIERIJSTAD,M, 5 t/m  9 jaar,"62,02675764984015","2233,38"
583,MEPPEL,M, 5 t/m  9 jaar,"70,0345437209487","1006,84"
584,MIDDELBURG,M, 5 t/m  9 jaar,"156,23052877975024","1375,62"
585,MIDDEN-DELFLAND,M, 5 t/m  9 jaar,"74,29294968575542","569,62"
586,MIDDEN-DRENTHE,M, 5 t/m  9 jaar,"64,05392062250485","984,41"
587,MIDDEN-GRONINGEN,M, 5 t/m  9 jaar,"62,70458634144062","1712,04"
588,MILL EN SINT HUBERT,M, 5 t/m  9 jaar,"63,45975077881621","321,0"
589,MOERDIJK,M, 5 t/m  9 jaar,"137,46478833832293","1072,23"
590,MOLENWAARD,M, 5 t/m  9 jaar,"41,16824635944366","1101,48"
591,MONTFERLAND,M, 5 t/m  9 jaar,"66,06557429377028","939,85"
592,MONTFOORT,M, 5 t/m  9 jaar,"50,90303916449086","478,75"
593,MOOK EN MIDDELAAR,M, 5 t/m  9 jaar,"97,8965872063111","233,24"
594,NEDER-BETUWE,M, 5 t/m  9 jaar,"50,35446620476056","749,07"
595,NEDERWEERT,M, 5 t/m  9 jaar,"78,01788149042223","447,39"
596,NEERIJNEN,M, 5 t/m  9 jaar,"86,40924023205424","429,21"
597,NIEUWEGEIN,M, 5 t/m  9 jaar,"65,4507064053194","1615,22"
598,NIEUWKOOP,M, 5 t/m  9 jaar,"37,811453981597765","780,34"
599,NIJKERK,M, 5 t/m  9 jaar,"57,817272490996174","1346,65"
600,NIJMEGEN,M, 5 t/m  9 jaar,"67,61900428656355","3835,24"
601,NISSEWAARD,M, 5 t/m  9 jaar,"67,08208088337527","2229,63"
602,NOORD-BEVELAND,M, 5 t/m  9 jaar,"64,85868331441544","176,2"
603,NOORDENVELD,M, 5 t/m  9 jaar,"98,69748617169583","889,48"
604,NOORDOOSTPOLDER,M, 5 t/m  9 jaar,"52,71621024593575","1561,79"
605,NOORDWIJK,M, 5 t/m  9 jaar,"84,4293499651821","660,58"
606,NOORDWIJKERHOUT,M, 5 t/m  9 jaar,"92,37970333252034","451,01"
607,NUENEN CA,M, 5 t/m  9 jaar,"41,069671791299726","602,97"
608,NUNSPEET,M, 5 t/m  9 jaar,"43,94684330268272","843,92"
609,NUTH,M, 5 t/m  9 jaar,"100,7093327458486","363,13"
610,OEGSTGEEST,M, 5 t/m  9 jaar,"60,4944746156548","740,22"
611,OIRSCHOT,M, 5 t/m  9 jaar,"62,68802408903797","524,72"
612,OISTERWIJK,M, 5 t/m  9 jaar,"81,02812919439128","700,34"
613,OLDAMBT,M, 5 t/m  9 jaar,"61,17299863649294","1019,43"
614,OLDEBROEK,M, 5 t/m  9 jaar,"67,14351752021562","742,0"
615,OLDENZAAL,M, 5 t/m  9 jaar,"58,62795279588894","984,66"
616,OLST-WIJHE,M, 5 t/m  9 jaar,"75,5400209468695","563,33"
617,OMMEN,M, 5 t/m  9 jaar,"49,01954969368245","512,54"
618,ONDERBANKEN,M, 5 t/m  9 jaar,"37,661406793260234","186,95"
619,OOST GELRE,M, 5 t/m  9 jaar,"41,633523851395914","909,8"
620,OOSTERHOUT,M, 5 t/m  9 jaar,"45,713228870553976","1442,3"
621,OOSTSTELLINGWERF,M, 5 t/m  9 jaar,"62,029333884981384","725,1"
622,OOSTZAAN,M, 5 t/m  9 jaar,"119,78763620975421","283,57"
623,OPMEER,M, 5 t/m  9 jaar,"48,42667605633803","355,0"
624,OPSTERLAND,M, 5 t/m  9 jaar,"56,703376171692746","943,08"
625,OSS,M, 5 t/m  9 jaar,"75,26619277616086","2563,18"
626,OUD-BEIJERLAND,M, 5 t/m  9 jaar,"117,18384165766365","721,98"
627,OUDE IJSSELSTREEK,M, 5 t/m  9 jaar,"77,88578137371789","1098,77"
628,OUDER-AMSTEL,M, 5 t/m  9 jaar,"73,04793698933979","441,83"
629,OUDEWATER,M, 5 t/m  9 jaar,"83,77277840269967","302,26"
630,OVERBETUWE,M, 5 t/m  9 jaar,"140,30652001238573","1485,58"
631,PAPENDRECHT,M, 5 t/m  9 jaar,"91,0514026906015","967,07"
632,PEEL EN MAAS,M, 5 t/m  9 jaar,"40,111447531097824","1188,99"
633,PEKELA,M, 5 t/m  9 jaar,"63,46533897496263","314,33"
634,PIJNACKER-NOOTDORP,M, 5 t/m  9 jaar,"64,5867181665533","2102,27"
635,PURMEREND,M, 5 t/m  9 jaar,"67,34711167483526","2262,73"
636,PUTTEN,M, 5 t/m  9 jaar,"47,07558017834466","716,59"
637,RAALTE,M, 5 t/m  9 jaar,"53,07955721549745","1111,15"
638,REIMERSWAAL,M, 5 t/m  9 jaar,"85,62210104209235","783,04"
639,RENKUM,M, 5 t/m  9 jaar,"51,94589727442467","905,13"
640,RENSWOUDE,M, 5 t/m  9 jaar,"20,882032085561498","187,0"
641,REUSEL-DE MIERDEN,M, 5 t/m  9 jaar,"42,884368124803565","349,99"
642,RHEDEN,M, 5 t/m  9 jaar,"43,24870470863615","1140,67"
643,RHENEN,M, 5 t/m  9 jaar,"53,86491520756735","617,39"
644,RIDDERKERK,M, 5 t/m  9 jaar,"85,72371626642588","1063,11"
645,RIJSSEN-HOLTEN,M, 5 t/m  9 jaar,"90,99293392744225","1360,02"
646,RIJSWIJK,M, 5 t/m  9 jaar,"74,44856719880057","1060,51"
647,ROERDALEN,M, 5 t/m  9 jaar,"182,4698755369534","453,95"
648,ROERMOND,M, 5 t/m  9 jaar,"52,90732593592939","1436,54"
649,ROOSENDAAL,M, 5 t/m  9 jaar,"89,4208477968691","2068,42"
650,ROTTERDAM,M, 5 t/m  9 jaar,"86,38416189875372","16453,74"
651,ROZENDAAL,M, 5 t/m  9 jaar,"31,836186210206368","62,51"
652,RUCPHEN,M, 5 t/m  9 jaar,"124,85810538805431","471,97"
653,S GRAVENHAGE,M, 5 t/m  9 jaar,"88,94383620009681","14833,22"
654,S HERTOGENBOSCH,M, 5 t/m  9 jaar,"59,374995435968465","4108,21"
655,SCHAGEN,M, 5 t/m  9 jaar,"37,87440461639888","1349,97"
656,SCHERPENZEEL,M, 5 t/m  9 jaar,"22,806070287539935","313,0"
657,SCHIEDAM,M, 5 t/m  9 jaar,"67,23931355543594","2006,28"
658,SCHIERMONNIKOOG,M, 5 t/m  9 jaar,"21,224665924276167","35,92"
659,SCHINNEN,M, 5 t/m  9 jaar,"49,44778766667722","315,73"
660,SCHOUWEN-DUIVELAND,M, 5 t/m  9 jaar,"57,183293999037645","872,86"
661,SIMPELVELD,M, 5 t/m  9 jaar,"153,8393288266538","248,52"
662,SINT ANTHONIS,M, 5 t/m  9 jaar,"87,97209302325582","344,0"
663,SINT-MICHIELSGESTEL,M, 5 t/m  9 jaar,"57,11905478627333","863,72"
664,SITTARD-GELEEN,M, 5 t/m  9 jaar,"86,83689070541931","2113,92"
665,SLIEDRECHT,M, 5 t/m  9 jaar,"100,10187762252583","707,81"
666,SLUIS,M, 5 t/m  9 jaar,"72,0878723526373","522,69"
667,SMALLINGERLAND,M, 5 t/m  9 jaar,"67,21979155726615","1618,67"
668,SOEST,M, 5 t/m  9 jaar,"60,54880454338543","1383,99"
669,SOMEREN,M, 5 t/m  9 jaar,"47,83147593919824","507,88"
670,SON EN BREUGEL,M, 5 t/m  9 jaar,"64,92335865965323","513,3"
671,STADSKANAAL,M, 5 t/m  9 jaar,"61,97388432827144","860,02"
672,STAPHORST,M, 5 t/m  9 jaar,"28,07708295128064","654,36"
673,STEDE BROEC,M, 5 t/m  9 jaar,"56,398557869178134","679,55"
674,STEENBERGEN,M, 5 t/m  9 jaar,"70,7693992644054","611,75"
675,STEENWIJKERLAND,M, 5 t/m  9 jaar,"60,546024380652774","1271,5"
676,STEIN,M, 5 t/m  9 jaar,"74,94203908451794","645,78"
677,STICHTSE VECHT,M, 5 t/m  9 jaar,"45,56239947014855","1902,42"
678,STRIJEN,M, 5 t/m  9 jaar,"131,9588529220074","230,15"
679,SUDWEST-FRYSLAN,M, 5 t/m  9 jaar,"39,23966329086202","2830,93"
680,TEN BOER,M, 5 t/m  9 jaar,"33,60625336927224","278,25"
681,TERNEUZEN,M, 5 t/m  9 jaar,"68,36876427859077","1413,83"
682,TERSCHELLING,M, 5 t/m  9 jaar,"43,55853448275862","116,0"
683,TEXEL,M, 5 t/m  9 jaar,"36,9064","325,0"
684,TEYLINGEN,M, 5 t/m  9 jaar,"62,89744387716479","1188,91"
685,THOLEN,M, 5 t/m  9 jaar,"76,20327243525396","796,96"
686,TIEL,M, 5 t/m  9 jaar,"67,09727518759995","1300,64"
687,TILBURG,M, 5 t/m  9 jaar,"63,77824883320615","5635,1"
688,TUBBERGEN,M, 5 t/m  9 jaar,"56,994416375001705","734,29"
689,TWENTERAND,M, 5 t/m  9 jaar,"54,443447274646964","1212,32"
